Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,968.744,7,0.2,314.8418
Same Day,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10.272,3,0.2,3.21
Second Class,Consumer,United States,Port Saint Lucie,Florida,34952,South,Office Supplies,Appliances,14.336,4,0.2,0.896
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Furniture,Furnishings,10.332,3,0.6,-5.9409
Second Class,Corporate,United States,Escondido,California,92025,West,Office Supplies,Binders,17.248,2,0.2,6.0368
First Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,7.98,3,0,3.9102
First Class,Consumer,United States,Greeley,Colorado,80634,West,Office Supplies,Envelopes,18.688,2,0.2,7.008
Same Day,Home Office,United States,Reno,Nevada,89502,West,Technology,Phones,475.944,7,0.2,59.493
Standard Class,Consumer,United States,New Bedford,Massachusetts,2740,East,Technology,Accessories,23.18,2,0,7.6494
Second Class,Consumer,United States,Oxnard,California,93030,West,Technology,Accessories,82.95,5,0,29.0325
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,177.45,5,0.5,-78.078
First Class,Home Office,United States,Kenosha,Wisconsin,53142,Central,Technology,Accessories,399.95,5,0,143.982
Same Day,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,67.86,6,0.7,-45.24
First Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Chairs,97.424,2,0.2,10.9602
Second Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,94.2,5,0,39.564
First Class,Consumer,United States,Mansfield,Texas,76063,Central,Furniture,Tables,517.405,5,0.3,-81.3065
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,2104.55,7,0,694.5015
Second Class,Home Office,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,19.44,3,0,9.5256
Standard Class,Home Office,United States,Reno,Nevada,89502,West,Office Supplies,Fasteners,4.71,1,0,0
Second Class,Corporate,United States,Elyria,Ohio,44035,East,Office Supplies,Binders,1.824,1,0.7,-1.3984
Standard Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Supplies,52.59,3,0,15.777
Same Day,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Binders,10.74,3,0,5.1552
First Class,Consumer,United States,Hillsboro,Oregon,97123,West,Furniture,Furnishings,11.032,1,0.2,3.0338
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,37.68,2,0,10.5504
Standard Class,Home Office,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,1270.99,1,0,635.495
Standard Class,Consumer,United States,Sacramento,California,95823,West,Office Supplies,Storage,14.03,1,0,4.0687
Same Day,Home Office,United States,Louisville,Colorado,80027,West,Technology,Phones,146.952,3,0.2,9.1845
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,942.784,4,0.2,94.2784
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,528.43,5,0.3,0
Second Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Storage,29.304,3,0.2,2.5641
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Office Supplies,Binders,20.416,4,0.2,6.6352
Standard Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,4.608,2,0.2,1.6704
Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Technology,Phones,1294.75,5,0,336.635
Standard Class,Corporate,United States,Utica,New York,13501,East,Furniture,Furnishings,40.48,2,0,14.5728
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,307.98,2,0,89.3142
Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,10.56,2,0,4.752
Standard Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Furnishings,39.96,2,0,14.3856
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Storage,15.51,1,0,3.8775
Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,67.15,5,0,16.7875
Standard Class,Corporate,United States,Meridian,Idaho,83642,West,Office Supplies,Binders,21.312,3,0.2,7.992
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,31.05,3,0,14.904
Standard Class,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,629.64,9,0,107.0388
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,449.97,3,0,220.4853
Second Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,494.97,3,0,148.491
Standard Class,Corporate,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,182.72,8,0,84.0512
Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,159.98,2,0,57.5928
Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Technology,Phones,52.68,3,0.2,19.755
Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,4.572,4,0.7,-3.81
Second Class,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Supplies,7.632,3,0.2,-1.8126
Second Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,5.76,2,0,2.8224
Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708
First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,91.36,5,0.2,29.692
Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,8.226,3,0.7,-6.0324
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Accessories,5.95,1,0,0.833
Same Day,Consumer,United States,Spokane,Washington,99207,West,Technology,Accessories,239.94,6,0,26.3934
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,92.52,6,0,24.9804
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,14.82,3,0,6.2244
Same Day,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,314.6,4,0,103.818
Standard Class,Corporate,United States,Chandler,Arizona,85224,West,Furniture,Tables,73.915,1,0.5,-45.8273
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Binders,5.984,2,0.2,2.244
Standard Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Technology,Accessories,23.08,2,0,6.924
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,828.84,6,0,0
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7.218,3,0.7,-5.5338
Standard Class,Corporate,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,89.97,3,0,18.8937
Second Class,Corporate,United States,Santa Ana,California,92704,West,Technology,Phones,143.952,6,0.2,17.994
Second Class,Corporate,United States,Troy,Ohio,45373,East,Office Supplies,Paper,15.552,3,0.2,5.4432
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Supplies,22.368,2,0.2,1.6776
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Envelopes,36.4,5,0,17.472
Standard Class,Home Office,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Art,8.28,2,0,3.4776
First Class,Corporate,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,88.074,7,0.7,-58.716
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2,0,9.8856
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Storage,129.552,3,0.2,-22.6716
Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2.808,3,0.8,-4.4928
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,4.338,3,0.7,-3.0366
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Bookcases,405.86,7,0,32.4688
Same Day,Home Office,United States,Oxnard,California,93030,West,Furniture,Furnishings,31.96,2,0,1.598
Second Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,71.976,3,0.2,8.997
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Supplies,3.488,2,0.2,-0.6976
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Supplies,47.992,7,0.2,3.5994
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Furniture,Bookcases,120.98,1,0,12.098
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Art,15.48,3,0,4.4892
Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Envelopes,7.28,1,0,3.4944
First Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Envelopes,15.28,2,0,7.4872
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,7.536,6,0.8,-13.188
Standard Class,Corporate,United States,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8,0,54.4448
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Technology,Accessories,199.95,5,0,63.984
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Chairs,60.89,1,0,15.2225
Second Class,Consumer,United States,Aberdeen,South Dakota,57401,Central,Office Supplies,Supplies,25.5,3,0,6.63
First Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,14.56,2,0,5.5328
Same Day,Consumer,United States,Freeport,New York,11520,East,Furniture,Chairs,102.582,1,0.1,6.8388
Same Day,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Art,255.85,7,0,112.574
Second Class,Corporate,United States,Delray Beach,Florida,33445,South,Office Supplies,Storage,184.704,6,0.2,13.8528
First Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,18.176,1,0.2,4.7712
Same Day,Corporate,United States,Waco,Texas,76706,Central,Office Supplies,Binders,0.556,1,0.8,-0.9452
Second Class,Consumer,United States,Hagerstown,Maryland,21740,East,Office Supplies,Binders,43.8,6,0,20.586
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Accessories,41.424,2,0.2,8.2848
Standard Class,Home Office,United States,Santa Fe,New Mexico,87505,West,Office Supplies,Art,8.4,5,0,2.184
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,418.32,7,0,117.1296
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Furniture,Bookcases,314.352,3,0.2,-15.7176
Standard Class,Home Office,United States,Riverside,California,92503,West,Office Supplies,Binders,51.184,7,0.2,19.194
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,842.72,8,0,202.2528
First Class,Consumer,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,11.56,2,0,5.6644
First Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,37.94,2,0,18.2112
Second Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,272.97,3,0,43.6752
Standard Class,Consumer,United States,East Orange,New Jersey,7017,East,Technology,Accessories,31.8,3,0,13.674
Standard Class,Corporate,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Storage,32.56,2,0,8.4656
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper,79.92,4,0,37.5624
First Class,Corporate,United States,Aurora,Illinois,60505,Central,Technology,Phones,7.992,1,0.2,2.5974
Same Day,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,582.336,8,0.2,-29.1168
Standard Class,Consumer,United States,Arlington Heights,Illinois,60004,Central,Office Supplies,Art,14.112,6,0.2,1.2348
Second Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,104.696,1,0.2,6.5435
Standard Class,Home Office,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Technology,Accessories,30.08,2,0.2,-5.264
First Class,Corporate,United States,Coppell,Texas,75019,Central,Technology,Phones,95.84,4,0.2,34.742
Standard Class,Home Office,United States,Redmond,Washington,98052,West,Office Supplies,Labels,12.32,4,0,5.9136
Standard Class,Home Office,United States,Spokane,Washington,99207,West,Office Supplies,Storage,136.26,9,0,5.4504
Second Class,Home Office,United States,Chattanooga,Tennessee,37421,South,Technology,Machines,91.475,1,0.5,-1.8295
Second Class,Corporate,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,701.96,2,0,168.4704
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Fasteners,13.16,5,0.2,4.1125
Same Day,Consumer,United States,Wheeling,West Virginia,26003,East,Furniture,Tables,673.344,3,0.3,-76.9536
First Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Fasteners,6.54,3,0,2.1582
Same Day,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,38.16,9,0,19.08
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Furniture,Tables,1592.85,7,0,350.427
Standard Class,Consumer,United States,Mission Viejo,California,92691,West,Technology,Accessories,120,6,0,46.8
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper,4.41,1,0,2.0286
Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art,32.13,9,0,8.3538
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Art,26.7,2,0,7.476
Standard Class,Consumer,United States,Appleton,Wisconsin,54915,Central,Technology,Accessories,1649.75,5,0,544.4175
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Technology,Phones,26.982,3,0.4,4.0473
Same Day,Corporate,United States,Beaumont,Texas,77705,Central,Office Supplies,Storage,12.768,2,0.2,0.9576
Second Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,191.968,7,0.2,16.7972
First Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,13.848,3,0.2,5.193
Standard Class,Corporate,United States,Broomfield,Colorado,80020,West,Furniture,Furnishings,68.432,7,0.2,8.554
Second Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,184.66,7,0,84.9436
Same Day,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,1125.488,7,0.2,98.4802
First Class,Corporate,United States,Fremont,Nebraska,68025,Central,Technology,Phones,79.96,4,0,22.3888
Same Day,Consumer,United States,Pomona,California,91767,West,Furniture,Furnishings,31.56,3,0,10.4148
Same Day,Consumer,United States,Concord,California,94521,West,Office Supplies,Binders,61.12,5,0.2,22.156
Second Class,Corporate,United States,Mansfield,Texas,76063,Central,Office Supplies,Paper,41.472,8,0.2,14.5152
First Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,197.72,4,0,55.3616
Standard Class,Consumer,United States,Woodland,California,95695,West,Technology,Phones,239.984,2,0.2,23.9984
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Copiers,899.982,3,0.4,74.9985
First Class,Corporate,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper,9.248,2,0.2,3.3524
Second Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Tables,4297.644,13,0.4,-1862.3124
Standard Class,Consumer,United States,Coon Rapids,Minnesota,55433,Central,Office Supplies,Storage,221.16,4,0,57.5016
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Technology,Accessories,95.984,2,0.2,11.998
